,Pts,Gm1,Gm2,Set1,Set2,Serving,0,1,2,3,4,5
11339,4050,4,1,1,0,0,5,1128,102,103,112,102
11342,1515,5,1,1,0,1,6,1128,103,133,101,122
11344,4015,5,1,1,0,1,42941,5,1027,111,122,1045328
11346,150,0,0,0,0,1,43041,6,1138,112,103,132
11349,00,1,0,0,0,0,62941,5,1028,103,112,103
11352,1530,1,0,0,0,0,6,1028,101,101,103,113
11353,1540,1,0,0,0,0,43241,5,1028,10403,213,16128
11356,015,2,0,0,0,1,62941,4,1028,102,102,113
11363,3015,3,0,0,0,0,3963041,4,1139,101,103,1032935
11369,150,3,1,0,0,1,4,1218,10401,132,151,113
11372,4015,3,1,0,0,1,42941,4,1128,113,103,112
11380,150,4,2,0,0,1,4,1229,103,122,10401,212
11381,300,4,2,0,0,1,4,1128,103,103,112,103
11404,400,0,1,1,0,1,42941,5,1029,101,112,1123134
11408,150,1,1,1,0,0,440,1327,141,103,143,11328
11417,4015,1,2,1,0,1,6,1017,121,111,103,1032934
11418,00,2,2,1,0,0,42941,5,1028,113,111,112
11425,300,2,3,1,0,1,43041,6,1028,112,101,122
11428,015,3,3,1,0,0,4,1128,101,121,133,131
11429,1515,3,3,1,0,0,43041,5,1027,101,102,103
11430,1530,3,3,1,0,0,42941,6,1028,103,112,1013034
11439,5040,4,3,1,0,1,63141,6,1128,103,102,102
11440,00,5,3,1,0,0,63141,6,1127,10403,113,14128
11443,400,5,3,1,0,0,42941,6,1039,103,111,132
11449,00,0,0,0,0,1,4,1228,103,112,102,102
11450,150,0,0,0,0,1,4,1129,102,113,113,132
11454,4030,0,0,0,0,1,62941,6,1227,113,131,102
11456,015,1,0,0,0,0,4,1129,102,103,133,103
11458,3015,1,0,0,0,0,6,1037,133,113,103,113
11460,00,1,1,0,0,1,63141,5,1029,112,132,101
11461,150,1,1,0,0,1,63041,4,1339,113,112,10328
11464,00,2,1,0,0,0,63041,6,1139,112,101,1012935
11468,4015,2,1,0,0,0,6,1129,113,113,132,103
11472,300,2,2,0,0,1,5,1128,111,102,112,132
11475,00,3,2,0,0,0,42941,6,1128,101,101,102
11476,150,3,2,0,0,0,4,1137,131,103,132,132
11478,400,3,2,0,0,0,53141,6,1028,101,101,102
11481,1515,3,3,0,0,1,63141,6,1128,101,101,1023134
11482,1530,3,3,0,0,1,42941,6,1029,103,103,112
11483,3030,3,3,0,0,1,4,1227,10403,213,10433,103
11484,4030,3,3,0,0,1,43141,4,1329,113,132,101
11486,015,4,3,0,0,0,6,1028,103,112,102,102
11487,1515,4,3,0,0,0,42941,6,1129,112,101,103
11488,3015,4,3,0,0,0,4,1119,101,101,103,113
11489,3030,4,3,0,0,0,4,1239,103,113,113,1123134
11491,00,4,4,0,0,1,6,1138,113,133,113,133
11492,015,4,4,0,0,1,4,1339,101,10422,10453,1113035
11494,1530,4,4,0,0,1,4,1328,102,103,112,101
11495,3030,4,4,0,0,1,4,1229,103,133,103,133
11496,4030,4,4,0,0,1,43041,5,1039,113,113,112
11497,00,5,4,0,0,0,43141,6,1129,102,102,102
11501,4015,5,4,0,0,0,4,1029,103,133,103,134013035
11503,150,5,5,0,0,1,6,1229,103,131,101,101
11504,1515,5,5,0,0,1,4,1229,101,102,113,133
11505,3015,5,5,0,0,1,62941,4,1329,102,101,102
11513,01,6,6,0,0,0,4,1138,133,113,113,113
11514,11,6,6,0,0,0,63141,5,1138,112,102,102
11515,21,6,6,0,0,1,43141,6,1029,113,133,113
11520,35,6,6,0,0,1,43141,4,1029,113,133,11401
11521,54,6,6,0,0,0,62941,5,1028,102,103,112
11522,55,6,6,0,0,0,5,1028,133,113,103,113
11523,65,6,6,0,0,1,53141,6,1029,103,103,113
11524,00,0,0,1,0,0,42941,6,1139,113,113,113
11527,400,0,0,1,0,0,43041,5,1129,112,102,1033134
11528,4015,0,0,1,0,0,43041,6,1129,112,113,103
11530,150,0,1,1,0,1,63041,6,1029,112,103,1133134
11532,3015,0,1,1,0,1,6,1029,103,112,113,132
11533,3030,0,1,1,0,1,4,1239,113,133,111,101
11537,300,1,1,1,0,0,43141,6,1138,133,111,102
11540,150,1,2,1,0,1,5,1128,102,102,101,101
11545,015,2,2,1,0,0,6,1029,102,102,102,102
11547,1530,2,2,1,0,0,4,1129,102,101,101,103
11550,00,3,2,1,0,1,4,1018,101,102,113,1313134
11551,150,3,2,1,0,1,42941,6,1038,113,113,113
11555,00,4,2,1,0,0,43141,6,1128,103,132,11451
11557,300,4,2,1,0,0,63141,6,1129,102,102,101
11559,00,4,3,1,0,1,6,1128,101,102,112,132
11565,300,5,3,1,0,0,63141,6,1118,101,103,1045328
11567,00,5,4,1,0,1,63041,5,1018,101,102,113
11572,015,0,0,0,0,1,4,1138,103,112,102,102
11573,1515,0,0,0,0,1,63141,4,1027,103,132,24328
11574,3015,0,0,0,0,1,6,1029,103,113,113,103
11576,4030,0,0,0,0,1,6,1028,101,101,102,101
11577,4040,0,0,0,0,1,6,1139,113,113,113,1133034
11582,3015,1,0,0,0,0,6,1038,113,111,102,191
11589,00,3,0,0,0,0,4,1029,111,103,113,103
11592,3015,3,0,0,0,0,4,1128,103,112,122,10128
11595,4040,3,0,0,0,0,4,1029,112,113,113,112
11596,4050,3,0,0,0,0,62941,4,1128,101,101,1012935
11600,3015,4,0,0,0,1,4,1139,111,101,101,1033134
11601,4015,4,0,0,0,1,4,1029,112,132,111,1022935
11602,00,5,0,0,0,0,63141,5,1128,102,102,101
11605,040,5,0,0,0,0,4,1138,132,111,103,113
11613,3015,5,1,0,0,1,63141,4,1127,112,113,111
11614,4015,5,1,0,0,1,43041,6,1339,113,133,1113034
11618,300,0,0,1,0,0,63041,5,1128,10403,133,15128
11623,3015,0,1,1,0,1,4,1128,102,102,103,113
11628,1530,1,1,1,0,0,42941,5,1028,102,101,1013134
11630,3040,1,1,1,0,0,4,1128,101,102,101,1222935
11631,4040,1,1,1,0,0,62941,5,1028,101,102,112
11634,150,2,1,1,0,1,5,1127,103,113,113,1033034
11638,015,3,1,1,0,0,4,1129,101,101,142,11453
11641,00,4,1,1,0,1,6,1129,102,102,102,102
11646,4030,4,1,1,0,1,4,1129,113,113,113,112
11655,00,0,0,0,0,1,4,1028,1138,1337,104038,2123135
11658,400,0,0,0,0,1,4,1129,1028,1018,1039,1139
11662,3015,1,0,0,0,0,6,104228,104038,113,154437,21453
11667,300,2,0,0,0,1,4,1029,1039,1338,1118,1018
11669,00,3,0,0,0,0,62941,395,1118,1018,1038,1138
11671,300,3,0,0,0,0,6,1129,1039,1138,1138,1133034
11672,400,3,0,0,0,0,63141,5,1019,1017,104039,213
11674,150,3,1,0,0,1,5,1039,1138,1019,1029,1018
11675,1515,3,1,0,0,1,4,1029,1019,1027,104037,1113235
11676,3015,3,1,0,0,1,53141,5,1128,1118,1229,101828
11683,00,4,2,0,0,1,62941,5,1018,1039,1328,1012934
11687,3030,4,2,0,0,1,5,1128,1018,1019,1027,1019
11689,4040,4,2,0,0,1,5,1017,1037,1138,1138,1138
11694,3015,5,2,0,0,0,63141,5,1138,1927,134538,101828
11697,015,5,3,0,0,1,42941,5,1129,1138,1129,1018
11704,300,0,0,1,0,0,42941,5,1028,1019,1019,103928
11707,150,0,1,1,0,1,4324241,5,1129,1018,1018,1017
11708,300,0,1,1,0,1,4,1039,1138,1129,1038,1129
11716,015,1,2,1,0,1,4324241,6,1038,1138,1138,1019
11718,3015,1,2,1,0,1,43141,5,1138,1139,1138,1139
11719,4015,1,2,1,0,1,6,1119,1029,1017,1038,1338
11720,00,2,2,1,0,0,5,1128,1018,1018,1019,1019
11721,150,2,2,1,0,0,6,1039,1119,1017,1018,1019
11724,4015,2,2,1,0,0,43041,5,1017,1017,1039,1137
11729,150,2,3,1,0,1,63041,4,1128,1138,1128,1119
11733,3040,2,3,1,0,1,6,1029,1017,1029,1039,1129
11734,4040,2,3,1,0,1,63141,5,1129,1038,1139,1129
11738,300,3,3,1,0,0,62941,5,1038,1338,1119,1033035
11740,4015,3,3,1,0,0,63241,4,1028,1338,1139,1139
11745,015,3,4,1,0,1,52941,6,1028,1119,1018,101728
11747,3015,3,4,1,0,1,42941,6,1027,1038,1138,1137
11749,4030,3,4,1,0,1,42941,5,1138,1139,1138,1137
11754,00,4,5,1,0,1,6314241,5,1028,1138,1129,1033034
11755,015,4,5,1,0,1,42941,5,1128,1037,1137,111828
11756,1515,4,5,1,0,1,4,1039,1138,1339,1038,1129
11759,00,5,5,1,0,0,52941,5,1028,1018,1018,1017
11761,300,5,5,1,0,0,63141,5,1138,1337,1318,1019
11762,3015,5,5,1,0,0,42941,5,1138,1128,1018,1019
11763,4015,5,5,1,0,0,3943041,5,1139,1329,1038,1137
11769,3030,5,6,1,0,1,4,1027,1139,1338,104037,113
11776,4050,5,6,1,0,1,6,1029,1038,1138,1139,1139
11777,00,0,0,1,1,0,4,1028,104039,1337,134519,202
11779,300,0,0,1,1,0,6,1329,104038,113,1538,111928
11780,3015,0,0,1,1,0,6,1038,1018,1039,1018,1219
11785,3015,0,1,1,1,1,4,1137,1129,1018,1019,1039
11787,00,1,1,1,1,0,4,1029,1029,1138,1118,1038
11790,3015,1,1,1,1,0,6,1037,194037,134537,134519,101
11791,4015,1,1,1,1,0,43041,5,1128,1019,1017,104039
11793,00,1,2,1,1,1,5314241,5,1138,1138,1119,1038
11794,015,1,2,1,1,1,6,1029,1039,1118,1018,1018
11796,040,1,2,1,1,1,6,1028,1138,1138,1139,1138
11797,1540,1,2,1,1,1,6,1129,1129,1019,1019,1018
11800,150,1,3,1,1,0,52941,5,1038,1128,1019,1228
11809,150,2,4,1,1,0,5,1228,104039,113,1519,101828
11814,150,2,5,1,1,1,5,1128,1029,1128,1129,1129
11822,4030,3,5,1,1,0,6,1039,1038,1127,104019,202
11823,00,0,0,0,0,1,6,1118,101,102,103,113
11826,3015,0,0,0,0,1,43141,6,1038,111,103,113
11829,150,1,0,0,0,0,6,1228,183,19401,10451,143
11830,1515,1,0,0,0,0,394,1228,103,113,111,101
11831,3015,1,0,0,0,0,63041,4,1137,133,113,112
11834,00,1,1,0,0,1,6,1127,103,112,101,103
11842,3015,2,1,0,0,0,63041,4,1137,112,103,113
11845,150,2,2,0,0,1,4,1128,103,113,102,101
11847,3015,2,2,0,0,1,6,1028,101,101,102,113
11848,4015,2,2,0,0,1,53141,5,1127,103,113,112
11849,4030,2,2,0,0,1,43041,6,1028,11403,113,1544328
11851,150,3,2,0,0,0,63141,4,1138,112,102,103
11852,1515,3,2,0,0,0,63141,5,1128,102,113,112
11853,1530,3,2,0,0,0,43041,5,1128,10403,111,14128
11855,4030,3,2,0,0,0,43141,5,1137,112,111,102
11858,4040,3,2,0,0,0,43141,5,114227,10401,101,14442
11859,4050,3,2,0,0,0,62728,101,122,101,122,103
11866,1515,5,2,0,0,0,63041,5,1127,113,133,133
11868,3030,5,2,0,0,0,63141,4,1028,10403,133,15441
11873,3015,5,3,0,0,1,6,1028,103,112,102,101
11875,00,0,0,1,0,0,62941,5,1129,103,113,132
11878,3015,0,0,1,0,0,4,1128,101,103,111,1023135
11881,00,0,1,1,0,1,6,1127,103,111,101,102
11884,400,0,1,1,0,1,6,1037,191,18453,21452,16228
11888,300,1,1,1,0,0,4,1229,102,101,101,103
11892,00,1,2,1,0,1,39394,1229,10403,213,163,202
11895,3015,1,2,1,0,1,42941,4,1137,133,133,111
11898,150,2,2,1,0,0,4,1137,11401,103,23441,12451
11899,1515,2,2,1,0,0,4,1029,103,113,113,113
11901,3030,2,2,1,0,0,5,1329,111,102,10423,113
11905,00,2,3,1,0,1,6,1128,112,103,113,113
11906,150,2,3,1,0,1,43141,6,1038,113,113,113
11910,015,3,3,1,0,0,62941,4,1139,113,10401,101
11914,4030,3,3,1,0,0,43741,4,1329,103,112,102
11916,015,3,4,1,0,1,5,1038,103,111,122,101
11918,1530,3,4,1,0,1,4,1118,101,102,102,113
11919,3030,3,4,1,0,1,4,1028,103,11423,133,113
11928,400,0,0,1,1,1,6,1028,10403,111,14441,10453
11932,400,1,0,1,1,0,6,1227,10403,113,151,201
11933,00,1,1,1,1,1,4,1239,113,112,103,112
11936,1530,1,1,1,1,1,4,1127,101,102,10401,101
11941,3015,1,2,1,1,0,6,1228,103,113,113,1323134
11942,4015,1,2,1,1,0,53141,4,1028,11403,113,15441
11946,300,1,3,1,1,1,43141,5,1118,102,113,112
11953,4015,2,3,1,1,0,4,1228,101,101,103,133
11959,1515,2,4,1,1,1,4,1029,112,113,11422,103
11962,00,3,4,1,1,0,4,1229,103,113,113,131
11967,4030,3,4,1,1,0,4,1329,103,133,101,101
11978,00,1,0,0,0,1,6,1329,103,132,101,1033035
11982,00,1,1,0,0,0,43041,5,1129,102,112,101
11987,4030,1,1,0,0,0,6,1027,102,113,113,1912934
11989,015,2,1,0,0,1,3963141,6,1029,103,131,103
11990,1515,2,1,0,0,1,62941,5,1339,112,131,101
11991,3015,2,1,0,0,1,394,1338,113,131,101,1033134
11992,4015,2,1,0,0,1,43141,5,1138,113,133,112
11997,5040,2,1,0,0,1,4,1328,103,113,113,101
11999,4050,2,1,0,0,1,63041,5,1337,112,103,113
12001,5040,2,1,0,0,1,6,1028,101,102,113,133
12007,4030,2,2,0,0,0,6,1038,133,111,10403,1312935
12008,00,3,2,0,0,1,4,1017,102,111,103,191
12009,150,3,2,0,0,1,42941,6,1029,102,103,112
12013,00,3,3,0,0,0,6,1329,103,132,103,113
12014,150,3,3,0,0,0,6,1027,10403,113,151,1035
12015,300,3,3,0,0,0,4,1028,11403,133,15443,21453
12016,400,3,3,0,0,0,43041,440,113,153,111,14128
12018,150,4,3,0,0,1,63041,5,1337,113,113,112
12021,4015,4,3,0,0,1,5,1118,101,10403,212,103
12022,00,4,4,0,0,0,62941,6,1137,111,101,101
12028,00,5,4,0,0,1,42941,5,1029,112,101,122
12029,015,5,4,0,0,1,52941,4,1339,113,132,112
12035,5040,5,4,0,0,1,5,1337,113,113,113,113
12038,1515,5,5,0,0,0,42941,5,1028,112,101,102
12039,1530,5,5,0,0,0,42941,6,1038,113,112,101
12043,5040,5,5,0,0,0,4,1329,101,101,10403,1133135
12049,01,6,6,0,0,1,3962941,6,1038,113,131,103
12050,11,6,6,0,0,1,62941,5,1028,113,133,113
12051,12,6,6,0,0,0,4,1138,103,111,122,103
12053,32,6,6,0,0,1,63041,5,1337,113,101,101
12054,33,6,6,0,0,1,394,104227,103,133,10401,10328
12058,55,6,6,0,0,1,5,1329,113,133,113,133
12059,56,6,6,0,0,0,6,1028,102,113,103,113
12061,150,0,0,0,1,1,63141,5,1338,113,113,1112934
12062,1515,0,0,0,1,1,6,1329,103,133,112,133
12063,1530,0,0,0,1,1,63141,5,1337,133,103,113
12074,040,2,0,0,1,1,62941,6,1028,101,102,11328
12077,150,3,0,0,1,0,42941,4,1128,131,101,102
12079,400,3,0,0,1,0,42941,5,1129,101,101,1013135
12085,3015,4,0,0,1,1,42941,6,1038,113,103,113
12087,4030,4,0,0,1,1,6,1238,112,133,112,113
12090,1515,4,1,0,1,0,4402941,4,1028,102,101,101
12091,1530,4,1,0,1,0,4,1319,102,133,183,134032934
12103,00,1,0,1,1,1,6,1329,101,102,113,112
12105,1515,1,0,1,1,1,6,1138,111,102,113,1113034
12113,00,2,1,1,1,1,43241,4,1038,113,133,111
12114,150,2,1,1,1,1,52941,5,1238,113,133,113
12116,3015,2,1,1,1,1,63241,6,1037,112,102,102
12117,4015,2,1,1,1,1,4,1239,113,131,102,133
12123,00,3,2,1,1,1,43141,4,1038,111,101,1012935
12124,015,3,2,1,1,1,6,1028,101,103,113,133
12127,4015,3,2,1,1,1,4,1029,102,133,133,131
12136,4015,4,3,1,1,1,43041,5,1338,113,113,112
12139,1515,4,4,1,1,0,63041,6,1128,101,101,101
12147,3030,5,4,1,1,1,4,1029,112,101,102,101
12150,5040,5,4,1,1,1,42941,6,1029,113,113,112
12155,00,6,5,1,1,1,4,1029,101,102,111,103
12156,015,6,5,1,1,1,53141,6,1028,101,103,11328
12159,4015,6,5,1,1,1,43141,5,1018,103,133,113
12162,20,6,6,1,1,1,6,134227,113,113,113,113
12165,41,6,6,1,1,1,5,1329,103,132,102,102
12166,51,6,6,1,1,1,4,1019,103,113,111,101
12170,64,6,6,1,1,1,6,1328,113,133,11401,1022935
12173,300,0,0,1,2,1,42941,5,1338,111,101,101
12175,4015,0,0,1,2,1,4,1029,113,113,112,1023134
12176,00,0,1,1,2,0,63041,4,1028,10401,101,143
12177,015,0,1,1,2,0,42941,6,1038,113,113,11402
12178,1515,0,1,1,2,0,42941,4,1028,112,132,101
12183,150,1,1,1,2,1,6,1027,133,113,132,102
12191,4030,1,2,1,2,0,6,1038,103,113,113,113
12194,00,2,2,1,2,1,6,1337,11403,113,151,10128
12195,015,2,2,1,2,1,42941,5,1338,113,112,101
12197,1530,2,2,1,2,1,4,1328,103,132,101,102
12202,400,3,2,1,2,0,43041,5,1137,113,112,101
12206,3015,4,2,1,2,1,6,1039,113,112,103,111
12207,3030,4,2,1,2,1,62941,5,1029,102,10401,1223135
12211,1515,5,2,1,2,0,62941,5,1029,113,113,133
12212,3015,5,2,1,2,0,52941,6,1028,101,102,132
12214,3040,5,2,1,2,0,43041,4,1128,113,113,113
12215,4040,5,2,1,2,0,6,1119,102,101,101,102
12216,4050,5,2,1,2,0,6,1028,103,113,112,112
12220,400,5,3,1,2,1,43041,6,1028,103,112,10402
12222,00,5,4,1,2,0,4,1028,101,103,113,112
12226,00,0,0,2,2,1,4,1039,113,133,11403,1132935
12229,3015,0,0,2,2,1,62941,5,1329,103,113,133
12238,015,1,1,2,2,1,4,1338,103,133,103,133
12240,3015,1,1,2,2,1,3963141,6,1028,113,112,101
12242,4030,1,1,2,2,1,62941,5,1128,103,113,112
12247,1515,1,2,2,2,0,4,1029,112,113,102,101
12248,1530,1,2,2,2,0,396,1017,101,103,133,11401
12255,00,2,2,2,2,1,42941,5,1328,113,112,101
12262,5040,2,2,2,2,1,6,1038,113,112,103,132
12265,030,2,3,2,2,0,4,1227,10453,212,161,2023135
12268,3040,2,3,2,2,0,63141,6,1039,133,112,10403
12269,00,2,4,2,2,1,4,1028,112,111,102,113
12270,015,2,4,2,2,1,62941,4,1337,112,111,101
12272,1530,2,4,2,2,1,4,1338,113,132,101,1033134
12274,3040,2,4,2,2,1,43141,5,1328,113,111,101
12275,4040,2,4,2,2,1,62941,4,1028,113,133,112
12276,4050,2,4,2,2,1,53141,6,1037,113,131,102
12277,00,3,4,2,2,0,62941,4,1028,113,112,123
12278,015,3,4,2,2,0,4,1138,101,101,18403,114532935
12280,1530,3,4,2,2,0,6,1229,103,113,112,113
12283,00,4,4,2,2,1,6,1337,113,112,101,103
12287,4015,4,4,2,2,1,396,1128,101,102,103,19401
12289,00,4,5,2,2,0,63141,5,1119,101,102,13403
12295,00,5,5,2,2,1,4,1028,103,133,103,132
12296,150,5,5,2,2,1,6,1018,101,102,112,103
12298,1530,5,5,2,2,1,53141,6,1038,112,102,112
12300,4030,5,5,2,2,1,6,1039,112,101,103,1133135
12303,1515,5,6,2,2,0,4,1028,102,113,112,103
12307,4040,5,6,2,2,0,43041,5,1128,103,133,1040128
12308,5040,5,6,2,2,0,42941,4,1138,113,113,101
12311,00,6,6,2,2,1,6,1338,113,113,111,1022935
12314,3015,6,6,2,2,1,43241,5,1128,133,112,133
12322,150,7,7,2,2,1,43241,5,1028,113,133,113
12323,300,7,7,2,2,1,42941,6,1328,112,103,113
12324,3015,7,7,2,2,1,5,1328,103,133,113,113
12328,015,8,7,2,2,0,43041,4,1137,112,103,113
12333,4040,8,7,2,2,0,43041,5,1128,113,113,112
12335,00,8,8,2,2,1,6,1328,101,102,102,101
12337,300,8,8,2,2,1,4,1018,103,113,111,101
12338,400,8,8,2,2,1,42941,4,1138,113,19401,10451
12339,4015,8,8,2,2,1,62941,5,1138,113,111,103
12342,015,8,9,2,2,0,4,1128,10401,121,141,202
12346,00,9,9,2,2,1,42941,4,1028,113,133,1123134
12348,1515,9,9,2,2,1,6,1327,112,132,113,113
12349,3015,9,9,2,2,1,6,104228,103,111,101,101
12352,150,9,10,2,2,0,63141,5,1129,102,101,101
12363,015,10,11,2,2,0,43141,6,1029,103,113,112
12368,150,11,11,2,2,1,6,1028,112,101,101,101
12372,4030,11,11,2,2,1,4,1328,103,112,101,103
12373,4040,11,11,2,2,1,4,1038,112,133,113,133
12376,5040,11,11,2,2,1,5,1337,113,133,113,10421
12377,4040,11,11,2,2,1,42941,4,1038,113,133,113
12378,4050,11,11,2,2,1,4,1337,11402,101,143,213
12379,4040,11,11,2,2,1,6,1338,113,132,101,102
12380,5040,11,11,2,2,1,4,1328,103,131,101,1033134
12381,00,11,12,2,2,0,4,1028,10402,113,153,114513135
12385,00,12,12,2,2,1,63141,4,1028,112,133,132
12389,31,12,12,2,2,1,4,1019,103,133,113,113
12390,14,12,12,2,2,0,42941,6,1038,113,11421,103
12393,53,12,12,2,2,1,52941,4,1038,113,133,113
12396,015,0,0,0,0,1,63041,6,1039,113,103,131
12397,1515,0,0,0,0,1,62941,4,1028,133,103,133
12401,015,1,0,0,0,0,6,1028,101,102,102,133
12403,1530,1,0,0,0,0,63141,4,1138,113,112,103
12404,1540,1,0,0,0,0,6,1128,101,101,101,102
12406,150,2,0,0,0,1,3943041,6,1038,113,113,1113034
12408,1530,2,0,0,0,1,4,1127,10403,113,153,1033234
12409,3030,2,0,0,0,1,63041,6,1028,101,103,113
12410,4030,2,0,0,0,1,42941,5,1137,13403,133,233
12411,4040,2,0,0,0,1,4,1028,103,133,103,1333034
12413,00,3,0,0,0,0,42941,5,1028,103,133,103
12414,015,3,0,0,0,0,5,1128,103,11421,101,1012934
12415,1515,3,0,0,0,0,62941,6,1129,102,111,101
12416,3015,3,0,0,0,0,4,1138,113,103,113,131
12418,4030,3,0,0,0,0,43141,5,1138,113,112,102
12422,5040,3,0,0,0,0,6,1028,102,101,101,101
12423,00,3,1,0,0,1,6,1118,103,112,111,103
12424,150,3,1,0,0,1,62941,4,1128,103,113,131
12425,1515,3,1,0,0,1,62941,5,1118,103,112,113
12426,1530,3,1,0,0,1,4,1128,101,101,10423,113
12430,150,4,1,0,0,0,6,1038,103,111,121,102
12431,300,4,1,0,0,0,4,1028,133,111,101,1040328
12434,4030,4,1,0,0,0,6,1028,101,121,101,123
12435,4040,4,1,0,0,0,6,1118,103,113,113,19403
12441,00,5,2,0,0,0,4,1228,103,133,113,133
12444,3015,5,2,0,0,0,4,1128,10401,102,143,11128
12445,3030,5,2,0,0,0,62941,6,1128,101,101,102
12448,150,0,0,1,0,1,43041,6,1037,113,113,101
12455,00,1,1,1,0,1,63141,5,1037,132,101,102
12456,015,1,1,1,0,1,42941,4,1137,113,113,113
12460,00,1,2,1,0,0,6,1128,103,113,113,132
12463,400,1,2,1,0,0,42941,5,1128,103,113,1032934
12465,00,1,3,1,0,1,6,1118,101,103,132,104042128
12467,1515,1,3,1,0,1,6,1128,133,113,133,113
12468,1530,1,3,1,0,1,62941,6,1039,113,101,103
12469,1540,1,3,1,0,1,6,1328,10421,101,103,1113035
12471,4040,1,3,1,0,1,4,1029,103,113,111,101
12474,150,2,3,1,0,0,6,1028,103,113,113,193
12477,00,2,4,1,0,1,6,1128,101,102,10403,133
12478,150,2,4,1,0,1,43241,5,1128,101,101,1033134
12482,4030,2,4,1,0,1,53141,6,1029,112,103,113
12485,4040,2,4,1,0,1,4,1018,101,122,103,1122934
12486,5040,2,4,1,0,1,42941,5,1138,112,103,113
12487,00,3,4,1,0,0,4,1018,103,133,101,1013134
12488,150,3,4,1,0,0,5,1118,103,113,112,103
12489,1515,3,4,1,0,0,62941,5,1138,112,101,101
12491,4015,3,4,1,0,0,4,1018,103,111,102,102
12492,00,3,5,1,0,1,42941,39396,1118,103,113,113
12493,150,3,5,1,0,1,42941,6,1038,11403,112,14128
12497,4030,3,5,1,0,1,43141,6,1038,113,113,112
12499,150,4,5,1,0,0,42941,5,1128,103,113,113
12500,1515,4,5,1,0,0,42941,6,1128,101,103,133
12501,3015,4,5,1,0,0,63141,6,1029,103,113,113
12504,00,0,0,1,1,1,394,1018,102,113,113,133
12505,015,0,0,1,1,1,6,1028,101,101,103,133
12510,00,1,0,1,1,0,396,1338,1040421,103,15443,11453
12512,1515,1,0,1,1,0,43241,5,1128,112,113,113
12514,3030,1,0,1,1,0,6,1137,133,113,112,103
12517,150,1,1,1,1,1,42941,6,1238,113,113,113
12519,3015,1,1,1,1,1,42941,4,1138,111,102,103
12522,00,2,1,1,1,0,63041,6,1327,10403,212,163
12525,3015,2,1,1,1,0,6,1039,112,103,112,103
12528,150,2,2,1,1,1,6,1038,113,113,111,121
12529,1515,2,2,1,1,1,6,1128,103,113,113,103
12530,3015,2,2,1,1,1,4,1137,10403,132,113,212
12532,4030,2,2,1,1,1,5,1028,103,111,101,101
12537,1515,3,2,1,1,0,62941,6,1129,103,113,113
12539,3030,3,2,1,1,0,4,1019,101,123,113,113
12540,3040,3,2,1,1,0,62941,4,114237,113,113,112
12541,00,4,2,1,1,1,4,1028,103,112,113,113
12542,150,4,2,1,1,1,62941,4,1138,111,103,1332934
12544,1530,4,2,1,1,1,42941,5,1138,113,113,1133035
12545,1540,4,2,1,1,1,4,1039,113,113,112,1012934
12546,3040,4,2,1,1,1,4,1139,103,113,113,113
12552,400,5,2,1,1,0,396,1038,113,111,103,1133035
12557,4015,5,3,1,1,1,63041,4,1017,10403,111,144244128
12558,00,0,0,2,1,0,42941,4,1037,113,113,111
12559,150,0,0,2,1,0,63041,4,1138,113,111,101
12560,1515,0,0,2,1,0,4,1227,10403,132,151,1033235
12563,4030,0,0,2,1,0,4,1128,101,101,101,103
12564,4040,0,0,2,1,0,3962941,5,1128,102,111,102
12566,4040,0,0,2,1,0,4,1017,102,133,113,19401
12569,5040,0,0,2,1,0,62941,4,1138,113,113,113
12571,4050,0,0,2,1,0,4,1128,103,113,113,133
12574,00,0,1,2,1,1,43141,5,1128,113,133,113
12575,015,0,1,2,1,1,63041,4,1137,112,101,101
12579,4030,0,1,2,1,1,6,1028,10403,131,14443,1313135
12580,00,1,1,2,1,0,6,1128,101,102,113,113
12581,015,1,1,2,1,0,3942941,6,1028,101,102,10403
12582,1515,1,1,2,1,0,4,1027,103,133,101,101
12583,3015,1,1,2,1,0,6,1037,133,111,121,10403
12584,3030,1,1,2,1,0,6,1128,10403,112,223,11451
12585,3040,1,1,2,1,0,4,1138,103,113,112,113
12586,00,2,1,2,1,1,6,1118,101,101,10403,213
12590,00,3,1,2,1,0,4,1028,112,101,101,102
12594,3030,3,1,2,1,0,42941,5,1118,101,101,101
12595,3040,3,1,2,1,0,6,1028,101,101,101,10423
12599,400,4,1,2,1,1,4,1139,103,113,111,1033034
12601,150,5,1,2,1,0,6,1028,101,102,103,1333035
12607,3015,5,2,2,1,1,63141,6,1028,101,101,101
12613,5040,5,2,2,1,1,63141,6,1028,103,113,11421
12616,00,0,0,0,0,1,5,1119,102,112,133,133
12619,3015,0,0,0,0,1,43141,6,1029,103,133,133
12625,150,1,0,0,0,0,63241,6,1028,103,113,113
12631,1515,1,1,0,0,1,63041,5,1018,102,10403,112
12632,1530,1,1,0,0,1,42941,6,1028,113,102,103
12633,3030,1,1,0,0,1,4,1028,101,101,103,112
12634,4030,1,1,0,0,1,6,1027,10421,101,123,10328
12635,4040,1,1,0,0,1,4,1028,101,122,10401,101
12637,4040,1,1,0,0,1,43041,5,1018,101,101,101
12639,4040,1,1,0,0,1,62941,4,1028,112,113,133
12641,00,2,1,0,0,0,5,1117,10403,212,162,102
12642,150,2,1,0,0,0,6,1027,101,103,133,1012934
12645,00,2,2,0,0,1,62941,5,1129,101,101,102
