,Pts_A,Pts_B,Gm1,Gm2,Set1,Set2,0_dir
5543,40,15,1,2,1,0,4
5544,0,0,3,2,1,0,4
5545,15,0,3,2,1,0,4
5546,30,0,3,2,1,0,4
5547,30,15,3,2,1,0,5
5548,40,15,3,2,1,0,4
5549,0,0,4,3,1,0,6
5550,15,0,4,3,1,0,6
5551,30,0,4,3,1,0,4
5552,40,0,4,3,1,0,6
5553,0,0,5,4,1,0,6
5554,15,0,5,4,1,0,4
5555,30,0,5,4,1,0,6
5556,40,0,5,4,1,0,6
5557,0,0,0,0,0,0,6
5558,0,15,0,0,0,0,4
5559,15,15,0,0,0,0,6
5560,30,15,0,0,0,0,6
5561,30,30,0,0,0,0,4
5562,40,30,0,0,0,0,6
5563,40,40,0,0,0,0,6
5564,50,40,0,0,0,0,6
5565,0,0,2,0,0,0,6
5566,15,0,2,0,0,0,6
5567,30,0,2,0,0,0,4
5568,40,0,2,0,0,0,6
5569,0,0,4,0,0,0,6
5570,0,15,4,0,0,0,4
5571,15,15,4,0,0,0,6
5572,30,15,4,0,0,0,4
5573,40,15,4,0,0,0,4
5574,0,0,5,1,0,0,6
5575,15,0,5,1,0,0,6
5576,30,0,5,1,0,0,6
5577,30,15,5,1,0,0,6
5578,40,15,5,1,0,0,4
5579,40,30,5,1,0,0,6
5580,0,0,0,1,1,0,4
5581,0,15,0,1,1,0,4
5582,15,15,0,1,1,0,4
5583,30,15,0,1,1,0,4
5584,40,15,0,1,1,0,4
5585,0,0,2,1,1,0,4
5586,15,0,2,1,1,0,5
5587,30,0,2,1,1,0,5
5588,40,0,2,1,1,0,4
5589,0,0,4,1,1,0,6
5590,0,15,4,1,1,0,6
5591,0,30,4,1,1,0,6
5592,15,30,4,1,1,0,4
5593,30,30,4,1,1,0,6
5594,40,30,4,1,1,0,4
5595,0,0,5,2,1,0,6
5596,15,0,5,2,1,0,6
5597,30,0,5,2,1,0,6
5598,40,0,5,2,1,0,4
5599,0,0,0,0,0,0,4
5600,15,0,0,0,0,0,6
5601,30,0,0,0,0,0,6
5602,40,0,0,0,0,0,4
5603,0,0,2,0,0,0,4
5604,15,0,2,0,0,0,6
5605,30,0,2,0,0,0,4
5606,40,0,2,0,0,0,6
5607,0,0,3,1,0,0,4
5608,15,0,3,1,0,0,5
5609,15,15,3,1,0,0,4
5610,30,15,3,1,0,0,5
5611,40,15,3,1,0,0,6
5612,0,0,4,2,0,0,6
5613,0,15,4,2,0,0,4
5614,15,15,4,2,0,0,4
5615,15,30,4,2,0,0,4
5616,30,30,4,2,0,0,5
5617,30,40,4,2,0,0,4
5618,40,40,4,2,0,0,5
5619,50,40,4,2,0,0,4
5620,0,0,5,3,0,0,5
5621,0,15,5,3,0,0,4
5622,15,15,5,3,0,0,4
5623,30,15,5,3,0,0,4
5624,30,30,5,3,0,0,4
5625,40,30,5,3,0,0,4
5627,15,0,0,1,1,0,4
5628,30,0,0,1,1,0,4
5629,40,0,0,1,1,0,4
5630,0,0,1,2,1,0,5
5631,0,15,1,2,1,0,4
5632,15,15,1,2,1,0,4
5633,30,15,1,2,1,0,4
5634,40,15,1,2,1,0,6
5635,0,0,2,3,1,0,5
5636,15,0,2,3,1,0,6
5637,15,15,2,3,1,0,5
5638,15,30,2,3,1,0,6
5639,15,40,2,3,1,0,6
5640,30,40,2,3,1,0,6
5641,40,40,2,3,1,0,6
5642,50,40,2,3,1,0,5
5644,0,15,3,4,1,0,5
5645,15,15,3,4,1,0,6
5646,30,15,3,4,1,0,4
5647,40,15,3,4,1,0,6
5648,40,30,3,4,1,0,4
5649,0,0,4,5,1,0,6
5650,0,15,4,5,1,0,4
5651,15,15,4,5,1,0,4
5652,30,15,4,5,1,0,4
5653,40,15,4,5,1,0,6
5654,0,0,5,6,1,0,6
5655,0,15,5,6,1,0,4
5656,0,30,5,6,1,0,4
5657,15,30,5,6,1,0,4
5658,30,30,5,6,1,0,4
5659,40,30,5,6,1,0,4
5660,40,40,5,6,1,0,6
5661,50,40,5,6,1,0,4
5662,40,40,5,6,1,0,6
5663,50,40,5,6,1,0,5
5664,40,40,5,6,1,0,6
5665,40,50,5,6,1,0,6
5666,0,0,0,1,1,1,6
5667,15,0,0,1,1,1,6
5668,15,15,0,1,1,1,6
5669,30,15,0,1,1,1,4
5670,40,15,0,1,1,1,4
5671,0,0,1,2,1,1,5
5672,0,15,1,2,1,1,6
5673,0,30,1,2,1,1,6
5674,0,40,1,2,1,1,6
5675,15,40,1,2,1,1,6
5676,30,40,1,2,1,1,6
5677,0,0,1,4,1,1,4
5678,15,0,1,4,1,1,6
5679,30,0,1,4,1,1,4
5680,40,0,1,4,1,1,5
5681,0,0,2,5,1,1,5
5682,15,0,2,5,1,1,5
5683,30,0,2,5,1,1,6
5684,40,0,2,5,1,1,6
5685,0,0,0,0,0,0,6
5686,15,0,0,0,0,0,4
5687,30,0,0,0,0,0,6
5688,30,15,0,0,0,0,4
5689,40,15,0,0,0,0,6
5690,0,0,1,1,0,0,6
5691,0,15,1,1,0,0,4
5692,15,15,1,1,0,0,6
5693,30,15,1,1,0,0,4
5694,40,15,1,1,0,0,6
5695,0,0,2,2,0,0,6
5696,15,0,2,2,0,0,4
5697,15,15,2,2,0,0,4
5698,30,15,2,2,0,0,6
5699,40,15,2,2,0,0,5
5700,40,30,2,2,0,0,4
5701,0,0,4,2,0,0,6
5702,15,0,4,2,0,0,6
5703,30,0,4,2,0,0,6
5704,40,0,4,2,0,0,6
5705,0,0,5,3,0,0,4
5706,0,15,5,3,0,0,6
5707,15,15,5,3,0,0,4
5708,30,15,5,3,0,0,6
5709,40,15,5,3,0,0,6
5710,0,0,0,1,1,0,6
5711,15,0,0,1,1,0,4
5712,30,0,0,1,1,0,6
5713,40,0,0,1,1,0,6
5714,40,15,0,1,1,0,4
5717,15,15,1,2,1,0,4
5718,30,15,1,2,1,0,4
5719,40,15,1,2,1,0,6
5720,0,0,2,3,1,0,6
5721,15,0,2,3,1,0,4
5722,30,0,2,3,1,0,4
5723,40,0,2,3,1,0,4
5724,0,0,3,4,1,0,6
5725,0,15,3,4,1,0,5
5726,0,30,3,4,1,0,5
5727,15,30,3,4,1,0,4
5728,30,30,3,4,1,0,4
5729,30,40,3,4,1,0,6
5730,0,0,0,0,1,1,4
5731,15,0,0,0,1,1,6
5732,30,0,0,0,1,1,6
5733,40,0,0,0,1,1,6
5734,0,0,1,1,1,1,4
5735,0,15,1,1,1,1,4
5736,15,15,1,1,1,1,4
5737,15,30,1,1,1,1,4
5738,15,40,1,1,1,1,6
5739,0,0,1,3,1,1,6
5740,15,0,1,3,1,1,4
5741,30,0,1,3,1,1,4
5742,40,0,1,3,1,1,4
5743,40,15,1,3,1,1,4
5744,0,0,2,4,1,1,6
5745,0,15,2,4,1,1,4
5746,15,15,2,4,1,1,4
5747,30,15,2,4,1,1,6
5749,0,0,3,5,1,1,4
5750,0,15,3,5,1,1,4
5751,15,15,3,5,1,1,4
5752,15,30,3,5,1,1,5
5753,15,40,3,5,1,1,4
5754,0,0,1,0,0,0,6
5755,15,0,1,0,0,0,6
5756,30,0,1,0,0,0,4
5757,40,0,1,0,0,0,6
5758,0,0,2,1,0,0,6
5760,15,15,2,1,0,0,6
5762,40,15,2,1,0,0,4
5763,40,30,2,1,0,0,4
5764,40,40,2,1,0,0,6
5765,50,40,2,1,0,0,4
5766,40,40,2,1,0,0,5
5767,50,40,2,1,0,0,4
5768,40,40,2,1,0,0,4
5769,40,50,2,1,0,0,6
5770,40,40,2,1,0,0,6
5771,50,40,2,1,0,0,6
5772,0,0,3,2,0,0,4
5773,15,0,3,2,0,0,4
5774,30,0,3,2,0,0,4
5775,30,15,3,2,0,0,6
5776,40,15,3,2,0,0,6
5777,0,0,4,3,0,0,6
5778,15,0,4,3,0,0,6
5779,30,0,4,3,0,0,4
5781,40,15,4,3,0,0,5
5782,0,0,5,4,0,0,4
5783,0,15,5,4,0,0,5
5784,0,30,5,4,0,0,4
5785,15,30,5,4,0,0,4
5786,30,30,5,4,0,0,6
5787,40,30,5,4,0,0,4
5788,40,40,5,4,0,0,4
5789,50,40,5,4,0,0,5
5790,0,0,6,5,0,0,6
5791,15,0,6,5,0,0,4
5792,30,0,6,5,0,0,6
5793,40,0,6,5,0,0,4
5795,1,1,6,6,0,0,6
5796,3,2,6,6,0,0,6
5798,4,5,6,6,0,0,6
5799,5,5,6,6,0,0,5
5800,0,0,0,0,0,1,6
5801,15,0,0,0,0,1,6
5802,15,15,0,0,0,1,6
5803,15,30,0,0,0,1,6
5804,15,40,0,0,0,1,6
5805,0,0,2,0,0,1,6
5806,0,15,2,0,0,1,6
5807,0,30,2,0,0,1,6
5808,0,40,2,0,0,1,6
5809,15,40,2,0,0,1,6
5810,0,0,4,0,0,1,6
5811,0,15,4,0,0,1,4
5812,15,15,4,0,0,1,6
5813,30,15,4,0,0,1,4
5814,40,15,4,0,0,1,6
5815,40,30,4,0,0,1,6
5816,0,0,5,1,0,1,6
5817,0,15,5,1,0,1,4
5819,0,40,5,1,0,1,4
5820,0,0,1,0,1,1,6
5821,15,0,1,0,1,1,4
5822,15,15,1,0,1,1,6
5823,30,15,1,0,1,1,4
5824,40,15,1,0,1,1,4
5825,40,30,1,0,1,1,4
5826,0,0,2,1,1,1,4
5827,15,0,2,1,1,1,5
5828,30,0,2,1,1,1,5
5829,30,15,2,1,1,1,6
5830,40,15,2,1,1,1,4
5831,0,0,3,2,1,1,4
5832,0,15,3,2,1,1,6
5833,15,15,3,2,1,1,5
5834,30,15,3,2,1,1,4
5835,40,15,3,2,1,1,4
5836,0,0,4,3,1,1,6
5837,15,0,4,3,1,1,6
5838,30,0,4,3,1,1,6
5839,40,0,4,3,1,1,4
5840,40,15,4,3,1,1,4
5841,0,0,5,4,1,1,4
5842,0,15,5,4,1,1,4
5843,15,15,5,4,1,1,4
5844,15,30,5,4,1,1,5
5845,30,30,5,4,1,1,4
5846,30,40,5,4,1,1,4
5847,40,40,5,4,1,1,5
5848,50,40,5,4,1,1,4
5849,0,0,6,5,1,1,4
5850,0,15,6,5,1,1,5
5851,15,15,6,5,1,1,4
5852,30,15,6,5,1,1,6
5853,40,15,6,5,1,1,4
5855,2,0,6,6,1,1,6
5856,4,1,6,6,1,1,5
5857,5,1,6,6,1,1,4
5858,5,4,6,6,1,1,4
5859,6,4,6,6,1,1,6
5860,0,0,0,0,1,2,4
5861,15,0,0,0,1,2,4
5862,30,0,0,0,1,2,4
5863,30,15,0,0,1,2,5
5864,40,15,0,0,1,2,4
5865,0,0,1,1,1,2,4
5866,15,0,1,1,1,2,6
5867,30,0,1,1,1,2,4
5868,40,0,1,1,1,2,4
5869,0,0,2,2,1,2,6
5870,0,15,2,2,1,2,4
5871,15,15,2,2,1,2,4
5872,15,30,2,2,1,2,4
5873,15,40,2,2,1,2,4
5874,0,0,4,2,1,2,4
5875,15,0,4,2,1,2,5
5876,15,15,4,2,1,2,4
5877,30,15,4,2,1,2,6
5878,30,30,4,2,1,2,6
5879,30,40,4,2,1,2,4
5880,0,0,5,3,1,2,6
5881,15,0,5,3,1,2,4
5882,30,0,5,3,1,2,5
5883,40,0,5,3,1,2,4
5884,40,15,5,3,1,2,6
5885,0,0,0,0,2,2,4
5886,15,0,0,0,2,2,4
5887,30,0,0,0,2,2,4
5888,30,15,0,0,2,2,6
5889,40,15,0,0,2,2,4
5890,0,0,1,1,2,2,4
5891,0,15,1,1,2,2,4
5892,15,15,1,1,2,2,6
5894,30,30,1,1,2,2,5
5895,40,30,1,1,2,2,6
5896,40,40,1,1,2,2,6
5897,50,40,1,1,2,2,6
5898,0,0,2,2,2,2,4
5899,15,0,2,2,2,2,5
5900,30,0,2,2,2,2,4
5901,40,0,2,2,2,2,4
5902,40,15,2,2,2,2,6
5903,40,30,2,2,2,2,6
5904,40,40,2,2,2,2,6
5905,50,40,2,2,2,2,6
5906,0,0,2,4,2,2,4
5907,0,15,2,4,2,2,6
5908,15,15,2,4,2,2,6
5909,15,30,2,4,2,2,4
5910,30,30,2,4,2,2,4
5911,30,40,2,4,2,2,4
5912,40,40,2,4,2,2,6
5913,40,50,2,4,2,2,5
5914,0,0,4,4,2,2,6
5915,0,15,4,4,2,2,4
5916,15,15,4,4,2,2,5
5917,30,15,4,4,2,2,6
5920,0,0,5,5,2,2,4
5921,15,0,5,5,2,2,6
5922,15,15,5,5,2,2,4
5923,15,30,5,5,2,2,5
5924,30,30,5,5,2,2,6
5925,40,30,5,5,2,2,6
5926,0,0,6,6,2,2,6
5927,15,0,6,6,2,2,4
5928,15,15,6,6,2,2,4
5929,30,15,6,6,2,2,4
5930,40,15,6,6,2,2,4
5931,0,0,7,7,2,2,6
5932,15,0,7,7,2,2,4
5933,30,0,7,7,2,2,4
5934,30,15,7,7,2,2,5
5935,30,30,7,7,2,2,4
5936,30,40,7,7,2,2,4
5937,0,0,8,8,2,2,6
5938,15,0,8,8,2,2,4
5939,30,0,8,8,2,2,4
5940,40,0,8,8,2,2,4
5941,40,15,8,8,2,2,6
5942,40,30,8,8,2,2,4
5943,0,0,9,9,2,2,4
5944,0,15,9,9,2,2,6
5945,15,15,9,9,2,2,6
5946,30,15,9,9,2,2,6
5947,40,15,9,9,2,2,4
5948,0,0,10,10,2,2,6
5949,15,0,10,10,2,2,5
5950,15,15,10,10,2,2,5
5951,30,15,10,10,2,2,6
5952,30,30,10,10,2,2,6
5953,40,30,10,10,2,2,5
5954,0,0,11,11,2,2,6
5955,15,0,11,11,2,2,6
5956,30,0,11,11,2,2,4
5957,40,0,11,11,2,2,6
5958,40,15,11,11,2,2,4
5959,40,30,11,11,2,2,4
5960,40,40,11,11,2,2,4
5961,40,50,11,11,2,2,5
5962,40,40,11,11,2,2,4
5963,50,40,11,11,2,2,5
5964,40,40,11,11,2,2,4
5965,40,50,11,11,2,2,4
5966,40,40,11,11,2,2,6
5967,50,40,11,11,2,2,4
5968,0,0,12,12,2,2,6
5969,2,1,12,12,2,2,5
5970,3,1,12,12,2,2,4
5971,4,3,12,12,2,2,6
5972,5,3,12,12,2,2,5
5973,0,0,0,0,0,0,4
5974,0,15,0,0,0,0,6
5975,15,15,0,0,0,0,6
5976,30,15,0,0,0,0,6
5977,40,15,0,0,0,0,4
5978,0,0,2,0,0,0,6
5980,15,15,2,0,0,0,4
5981,15,30,2,0,0,0,4
5982,30,30,2,0,0,0,6
5983,40,30,2,0,0,0,4
5984,40,40,2,0,0,0,4
5985,50,40,2,0,0,0,4
5986,0,0,3,1,0,0,6
5987,15,0,3,1,0,0,6
5988,15,15,3,1,0,0,6
5989,15,30,3,1,0,0,4
5990,30,30,3,1,0,0,6
5991,40,30,3,1,0,0,6
5992,0,0,4,2,0,0,4
5994,30,0,4,2,0,0,6
5995,40,0,4,2,0,0,6
5996,0,0,0,0,1,0,6
5997,15,0,0,0,1,0,4
5999,40,0,0,0,1,0,6
6000,0,0,1,1,1,0,6
6001,0,15,1,1,1,0,4
6002,0,30,1,1,1,0,6
6003,15,30,1,1,1,0,4
6004,15,40,1,1,1,0,6
6005,0,0,1,3,1,0,6
6006,0,15,1,3,1,0,6
6007,15,15,1,3,1,0,6
6008,15,30,1,3,1,0,6
6009,15,40,1,3,1,0,6
6010,30,40,1,3,1,0,4
6011,40,40,1,3,1,0,4
6013,0,0,2,4,1,0,6
6014,15,0,2,4,1,0,4
6015,15,15,2,4,1,0,6
6016,30,15,2,4,1,0,6
6017,40,15,2,4,1,0,6
6018,40,30,2,4,1,0,5
6019,40,40,2,4,1,0,5
6020,50,40,2,4,1,0,6
6021,40,40,2,4,1,0,4
6022,50,40,2,4,1,0,4
6023,0,0,3,5,1,0,4
6024,15,0,3,5,1,0,4
6025,30,0,3,5,1,0,4
6026,40,0,3,5,1,0,6
6027,40,15,3,5,1,0,6
6028,40,30,3,5,1,0,4
6030,0,15,0,0,1,1,6
6031,15,15,0,0,1,1,4
6032,15,30,0,0,1,1,6
6033,30,30,0,0,1,1,4
6034,40,30,0,0,1,1,4
6035,0,0,1,1,1,1,5
6036,15,0,1,1,1,1,4
6037,30,0,1,1,1,1,6
6038,30,15,1,1,1,1,4
6039,40,15,1,1,1,1,6
6040,40,30,1,1,1,1,6
6041,0,0,2,2,1,1,4
6042,15,0,2,2,1,1,6
6043,15,15,2,2,1,1,6
6044,30,15,2,2,1,1,4
6045,40,15,2,2,1,1,6
6046,40,30,2,2,1,1,5
6047,40,40,2,2,1,1,4
6048,50,40,2,2,1,1,6
6049,0,0,4,2,1,1,4
6050,15,0,4,2,1,1,6
6052,15,30,4,2,1,1,4
6053,15,40,4,2,1,1,4
6054,30,40,4,2,1,1,4
6055,40,40,4,2,1,1,6
6056,50,40,4,2,1,1,6
6057,0,0,5,3,1,1,4
6058,15,0,5,3,1,1,6
6059,30,0,5,3,1,1,4
6060,40,0,5,3,1,1,4
6061,40,15,5,3,1,1,6
6062,0,0,0,1,2,1,4
6063,0,15,0,1,2,1,6
6064,15,15,0,1,2,1,5
6065,30,15,0,1,2,1,6
6066,30,30,0,1,2,1,6
6067,40,30,0,1,2,1,6
6068,0,0,2,1,2,1,6
6069,15,0,2,1,2,1,4
6070,30,0,2,1,2,1,6
6071,40,0,2,1,2,1,6
6072,0,0,4,1,2,1,4
6073,15,0,4,1,2,1,4
6074,30,0,4,1,2,1,4
6075,40,0,4,1,2,1,4
6076,0,0,5,2,2,1,4
6077,15,0,5,2,2,1,4
6078,30,0,5,2,2,1,4
6079,30,15,5,2,2,1,6
6080,40,15,5,2,2,1,6
6081,40,30,5,2,2,1,6
6082,40,40,5,2,2,1,4
6083,50,40,5,2,2,1,6
6084,40,40,5,2,2,1,6
6085,50,40,5,2,2,1,6
6087,50,40,5,2,2,1,6
6088,0,0,0,0,0,0,5
6089,0,15,0,0,0,0,5
6090,15,15,0,0,0,0,6
6091,30,15,0,0,0,0,4
6092,30,30,0,0,0,0,6
6093,40,30,0,0,0,0,4
6095,50,40,0,0,0,0,5
6096,0,0,1,1,0,0,6
6097,0,15,1,1,0,0,4
6098,15,15,1,1,0,0,6
6099,15,30,1,1,0,0,4
6100,30,30,1,1,0,0,4
6101,40,30,1,1,0,0,6
6102,40,40,1,1,0,0,4
6103,40,50,1,1,0,0,6
6104,40,40,1,1,0,0,4
6105,40,50,1,1,0,0,6
6106,40,40,1,1,0,0,6
6108,0,0,2,2,0,0,6
6109,15,0,2,2,0,0,4
6110,15,15,2,2,0,0,6
6111,15,30,2,2,0,0,4
6112,30,30,2,2,0,0,4
6113,40,30,2,2,0,0,6
6114,0,0,3,3,0,0,4
6115,15,0,3,3,0,0,6
6116,30,0,3,3,0,0,6
6117,30,15,3,3,0,0,6
6118,30,30,3,3,0,0,6
6119,30,40,3,3,0,0,4
6120,0,0,4,4,0,0,4
6121,15,0,4,4,0,0,4
6122,15,15,4,4,0,0,4
6123,30,15,4,4,0,0,4
6124,40,15,4,4,0,0,6
6125,0,0,0,0,1,0,5
6126,15,0,0,0,1,0,6
6127,30,0,0,0,1,0,6
6128,30,15,0,0,1,0,6
6129,30,30,0,0,1,0,6
6130,40,30,0,0,1,0,6
6131,0,0,2,0,1,0,6
6132,15,0,2,0,1,0,6
6133,30,0,2,0,1,0,6
6136,15,0,4,0,1,0,4
6137,15,15,4,0,1,0,6
6138,15,30,4,0,1,0,4
6140,40,30,4,0,1,0,4
6142,15,0,0,0,2,0,4
6143,30,0,0,0,2,0,4
6144,40,0,0,0,2,0,6
6145,40,15,0,0,2,0,4
6146,40,30,0,0,2,0,6
6147,40,40,0,0,2,0,6
6148,40,50,0,0,2,0,4
6149,40,40,0,0,2,0,6
6150,50,40,0,0,2,0,4
6151,0,0,1,1,2,0,6
6152,15,0,1,1,2,0,6
6153,15,15,1,1,2,0,6
6154,30,15,1,1,2,0,6
6155,40,15,1,1,2,0,6
6156,0,0,3,1,2,0,4
6157,0,15,3,1,2,0,4
6158,15,15,3,1,2,0,6
6159,15,30,3,1,2,0,5
6160,30,30,3,1,2,0,6
6161,30,40,3,1,2,0,6
6163,40,50,3,1,2,0,4
6164,40,40,3,1,2,0,4
6166,0,0,4,2,2,0,6
6167,15,0,4,2,2,0,6
6168,30,0,4,2,2,0,6
6169,40,0,4,2,2,0,4
6171,0,0,1,0,0,0,4
6172,0,15,1,0,0,0,4
6173,15,15,1,0,0,0,6
6174,15,30,1,0,0,0,4
6175,30,30,1,0,0,0,6
6176,40,30,1,0,0,0,4
6177,0,0,2,1,0,0,5
6178,15,0,2,1,0,0,4
6179,30,0,2,1,0,0,4
6180,30,15,2,1,0,0,4
6181,30,30,2,1,0,0,6
6182,40,30,2,1,0,0,4
6183,40,40,2,1,0,0,6
6184,50,40,2,1,0,0,6
6185,40,40,2,1,0,0,4
6186,50,40,2,1,0,0,6
6188,50,40,2,1,0,0,4
6189,0,0,3,2,0,0,6
6190,15,0,3,2,0,0,4
6191,30,0,3,2,0,0,6
6192,30,15,3,2,0,0,5
6193,40,15,3,2,0,0,4
6194,0,0,4,3,0,0,4
6195,15,0,4,3,0,0,4
6197,40,0,4,3,0,0,4
6198,0,0,5,4,0,0,4
6199,0,15,5,4,0,0,6
6200,15,15,5,4,0,0,6
6201,30,15,5,4,0,0,4
6202,40,15,5,4,0,0,4
6203,0,0,5,6,0,0,6
6204,0,15,5,6,0,0,4
6205,0,30,5,6,0,0,6
6206,15,30,5,6,0,0,4
6208,40,30,5,6,0,0,4
6209,40,40,5,6,0,0,6
6210,50,40,5,6,0,0,6
6211,0,0,1,0,0,1,6
6212,15,0,1,0,0,1,4
6213,30,0,1,0,0,1,6
6214,40,0,1,0,0,1,4
6215,0,0,2,1,0,1,6
6216,0,15,2,1,0,1,5
6217,15,15,2,1,0,1,6
6219,30,30,2,1,0,1,4
6220,40,30,2,1,0,1,5
6221,0,0,3,2,0,1,6
6222,0,15,3,2,0,1,6
6223,15,15,3,2,0,1,4
6224,30,15,3,2,0,1,6
6225,40,15,3,2,0,1,6
6226,0,0,4,3,0,1,4
6227,15,0,4,3,0,1,4
6228,30,0,4,3,0,1,4
6229,30,15,4,3,0,1,6
6230,40,15,4,3,0,1,6
6231,0,0,5,4,0,1,4
6232,15,0,5,4,0,1,4
6233,30,0,5,4,0,1,4
6234,30,15,5,4,0,1,6
6235,40,15,5,4,0,1,5
6236,0,0,6,5,0,1,4
6237,15,0,6,5,0,1,4
6238,30,0,6,5,0,1,4
6239,30,15,6,5,0,1,6
6240,30,30,6,5,0,1,6
6241,30,40,6,5,0,1,6
6242,40,40,6,5,0,1,6
6243,40,50,6,5,0,1,6
6244,40,40,6,5,0,1,6
6245,50,40,6,5,0,1,4
6246,40,40,6,5,0,1,4
6247,50,40,6,5,0,1,5
6248,1,0,6,6,0,1,6
6249,1,1,6,6,0,1,4
6250,2,3,6,6,0,1,4
6251,3,3,6,6,0,1,6
6252,4,5,6,6,0,1,4
6253,5,5,6,6,0,1,4
6254,0,0,0,0,1,1,6
6255,15,0,0,0,1,1,4
6256,30,0,0,0,1,1,6
6257,30,15,0,0,1,1,4
6258,40,15,0,0,1,1,4
6259,0,0,0,2,1,1,5
6260,15,0,0,2,1,1,4
6261,15,15,0,2,1,1,4
6262,30,15,0,2,1,1,4
6263,40,15,0,2,1,1,4
6264,0,0,1,3,1,1,6
6265,15,0,1,3,1,1,4
6266,15,15,1,3,1,1,6
6267,30,15,1,3,1,1,5
6268,40,15,1,3,1,1,4
6269,40,30,1,3,1,1,6
6270,0,0,1,5,1,1,4
6271,15,0,1,5,1,1,4
6272,30,0,1,5,1,1,4
6273,30,15,1,5,1,1,4
6274,40,15,1,5,1,1,6
6275,0,0,1,0,1,2,6
6276,15,0,1,0,1,2,6
6277,30,0,1,0,1,2,6
6278,40,0,1,0,1,2,6
6279,40,15,1,0,1,2,6
6280,0,0,1,2,1,2,4
6281,15,0,1,2,1,2,5
6282,15,15,1,2,1,2,6
6284,30,30,1,2,1,2,6
6285,40,30,1,2,1,2,6
6286,0,0,2,3,1,2,6
6287,15,0,2,3,1,2,4
6288,30,0,2,3,1,2,6
6289,40,0,2,3,1,2,4
6290,0,0,3,4,1,2,6
6291,15,0,3,4,1,2,4
6292,15,15,3,4,1,2,4
6293,30,15,3,4,1,2,4
6294,40,15,3,4,1,2,6
6295,0,0,4,5,1,2,4
6296,15,0,4,5,1,2,6
6297,30,0,4,5,1,2,4
6298,30,15,4,5,1,2,6
6299,30,30,4,5,1,2,4
6300,40,30,4,5,1,2,6
6301,0,0,0,0,0,0,6
6302,15,0,0,0,0,0,4
6303,15,15,0,0,0,0,6
6304,30,15,0,0,0,0,6
6305,30,30,0,0,0,0,6
6306,40,30,0,0,0,0,6
6307,0,0,2,0,0,0,6
6308,15,0,2,0,0,0,4
6309,30,0,2,0,0,0,6
6310,40,0,2,0,0,0,4
6311,0,0,4,0,0,0,6
6312,15,0,4,0,0,0,6
6313,30,0,4,0,0,0,6
6314,40,0,4,0,0,0,6
6315,0,0,5,1,0,0,4
6316,0,15,5,1,0,0,4
6317,0,30,5,1,0,0,4
6318,0,40,5,1,0,0,4
6319,15,40,5,1,0,0,4
6320,30,40,5,1,0,0,4
6321,0,0,5,3,0,0,4
6322,15,0,5,3,0,0,6
6323,30,0,5,3,0,0,4
6324,40,0,5,3,0,0,4
6325,40,15,5,3,0,0,4
6327,15,0,0,1,1,0,4
6328,30,0,0,1,1,0,6
6329,40,0,0,1,1,0,4
6330,0,0,2,1,1,0,6
6331,15,0,2,1,1,0,4
6332,30,0,2,1,1,0,6
6333,40,0,2,1,1,0,4
6334,0,0,4,1,1,0,6
6335,0,15,4,1,1,0,5
6336,15,15,4,1,1,0,4
6337,15,30,4,1,1,0,4
6338,15,40,4,1,1,0,5
6339,30,40,4,1,1,0,6
6340,0,0,5,2,1,0,4
6341,15,0,5,2,1,0,4
6342,30,0,5,2,1,0,4
6343,30,15,5,2,1,0,4
6344,40,15,5,2,1,0,4
6345,0,0,1,0,2,0,4
6346,15,0,1,0,2,0,4
6347,30,0,1,0,2,0,6
6348,40,0,1,0,2,0,4
6349,0,0,2,1,2,0,4
6350,15,0,2,1,2,0,6
6351,15,15,2,1,2,0,6
6352,30,15,2,1,2,0,6
6353,40,15,2,1,2,0,6
6354,40,30,2,1,2,0,5
6356,50,40,2,1,2,0,4
6358,15,0,3,2,2,0,4
6359,30,0,3,2,2,0,6
6360,40,0,3,2,2,0,4
6361,40,15,3,2,2,0,6
6362,0,0,5,2,2,0,4
6364,15,15,5,2,2,0,5
6365,15,30,5,2,2,0,4
6366,30,30,5,2,2,0,4
6367,40,30,5,2,2,0,4
6368,40,40,5,2,2,0,4
6369,50,40,5,2,2,0,4
6370,40,40,5,2,2,0,6
6371,50,40,5,2,2,0,6
6372,40,40,5,2,2,0,4
6373,50,40,5,2,2,0,6
6374,0,0,0,0,0,0,6
6376,15,15,0,0,0,0,6
6377,30,15,0,0,0,0,6
6378,30,30,0,0,0,0,6
6379,30,40,0,0,0,0,6
6380,0,0,1,1,0,0,6
6381,15,0,1,1,0,0,6
6382,30,0,1,1,0,0,6
6383,40,0,1,1,0,0,4
6384,0,0,3,1,0,0,6
6385,0,15,3,1,0,0,4
6387,15,30,3,1,0,0,4
6388,15,40,3,1,0,0,4
6389,30,40,3,1,0,0,4
6390,40,40,3,1,0,0,4
6391,50,40,3,1,0,0,6
6392,0,0,4,2,0,0,6
6393,15,0,4,2,0,0,4
6394,15,15,4,2,0,0,6
6395,30,15,4,2,0,0,5
6396,40,15,4,2,0,0,6
6397,0,0,5,3,0,0,6
6399,30,0,5,3,0,0,4
6400,30,15,5,3,0,0,6
6401,40,15,5,3,0,0,6
6402,0,0,0,1,1,0,6
6404,15,15,0,1,1,0,6
6405,15,30,0,1,1,0,4
6406,15,40,0,1,1,0,6
6407,30,40,0,1,1,0,4
