,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
248,6,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,5,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"4w,",4,f29,f3,r1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"6n,",4,b18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,4,f18,f1,b1,f1,b1,r2,f2,b2,f1,f1,b1,f3,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,6,f38,b3,f3,b2,f2,b2,b2,f3,f3,s3,f3,s2,b2,f2,f1,r1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,
258,4,f29,f1,b1,f1,b1,f2,f3,b3,f3,s3,f+3,m#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,4,f19,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"6n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"6d,",6,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"4w,",4,b37,f3,b2,b3,b3,f3,b3,f2,f1,b1,f2,f2,b3,f2,f1,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,
263,6,m3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,6,b28,f1,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,"4w,",c6,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"6d,",5,b37,b3,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,6,s29,f;1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"6d,",6,b29,f1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,4,b38,f3,s1,b1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,4,r18,b1,f1,b3,b3,f2,f2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,c4+,b3,z1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,4,f29,f1,s1,f+3,f2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,4,s27,f+3,f3,z1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,5,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,6,f38,b1,b1,f1,b2,b2,f2,b3,f1,r1,f+3,b3,h3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,6,f18,f1,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,"4n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"6w,",4,b39,f3,s2,f3,s1,b2,b3,f3,b1,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,4,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"6n,",5,b28,f1,f1,b2,b1,b2,f1,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,"5d,",4,b+18,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,6,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,6,r27,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"4w,",4,f29,f2,b2,f2,b3,s2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,"6w,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,4,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,"6d,",4,b29,b1,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,6,f27,f+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,"6w,",4,f39,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,6,b29,f2,f3,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,"4n,",4,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,4,f29,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,"4d,",5,f38,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,6,b28,f3,b1,f3,f2,f2,f3,b3,f3,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,"4n,",4,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,"4n,",6,f28,f3,f1,f2,f3,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,4,b28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,6,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,"4n,",4,f38,b2,f3,b2,f3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,4,f28,f+3,s3,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,6,f27,f3,b2,f1,f1,f3,s2,f1,f3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,6,b27,f3,b3,f1,f3,b2,f1,f2,b3,s3,s3,b3,b3,b2,f1,f3,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,
312,6,f39,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,"4n,",4,b37,y3,s-1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,6,b28,f1,f2,u3,y-3,s-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,6,b29,f3,b1,f3,b2,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,"4w,",4,b38,b3,f3,b2,f1,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,c4,b29,f3,b2,f3,f3,f1,f1,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,6,b18,f2,b2,f3,b3,s3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,4,b39,b3,f1,f1,f3,s2,f1,f1,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,4,f28,f3,b3,f1,f2,b3,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,"4d,",4,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,"6n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,"6n,",4,b38,b3,b2,f3,f2,b2,f3,b3,b3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,6,b27,f3,b3,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,4,b39,b1,f1,f3,f3,b1,f3,b3,b2,b2,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,"4n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,4,b39,f3,f1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,4,f19,f2,f3,b3,b1,f3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,4,s37,y3,y-1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,"6d,",6,b19,f3,b3,b3,f1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,4,b28,f1,f1,f3,f3,b3,b2,f1,f1,f1,f2,y2,f-3,m3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,6,s27,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,"4n,",4,b29,f+3,s3,z^3,b-1,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,"6n,",5,f38,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,4,f27,b3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,6,f38,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,"6n,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,4,b39,f1,r2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,5,b38,b3,b3,b1,r2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,"4d,",4,b38,b1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,6,b28,f+1,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,c4,b29,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,"6d,",4,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,4,b27,f3,b2,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,6,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,4,l1,j1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,6,f37,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,"4n,",6,f37,b3,b2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,4,b29,f1,f1,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,6,b27,f+3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,6,f28,f1,f2,f2,f1,f3,b2,f1,f1,f1,f1,f1,f3,b3,b1,f3,y1,f-1*,,,,,,,,,,,,,,,,,,,,,,,,
359,4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,"6d,",5,b37,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,6,f28,f1,f1,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,"4n,",5,f29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,"4x,",4,b29,f1,f1,f3,b2,f3,b3,f1,f3,b3,b3,b3,b3,f3,b2,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,
365,"6n,",6,f27,b3,b3,b3,f1,f3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,"4n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,c4,f39,b3,b2,f2,f3,b3,s2,f3,s3,f1,f1,f3,s3,b3,s2,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,
368,"4n,",4,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,6,s18,f+3,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,4,b17,f3,b3,b3,b3,b3,b1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,6,b28,f3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,"4n,",4,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,"4d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,"6d,",4,f37,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,6,b28,f3,b1,f2,f3,b3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,4,b28,f1,f1,f32,f3,b3,b1,f1,r3,s+3,b1,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,6,s28,f3,b3,b2,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,4,b37,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,"6d,",6,b28,f1,f1,f+3,s3,b-1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,c4,b29,f2,f3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,4,f18,f1,f2,f3,b1,f1,r3,f+1,f1,v^3,s-1,l1,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,6,r29,f1,f2,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,"4x,",6,f37,b3,b3,f3,b2,f3,b3,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,4,b29,f1,f1,f3,b3,b2,f3,b1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,4,r27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,"4n,",6,f28,b2,f1,f2,f+3,b1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,4,b37,b3,b2,f1,f2,f3,f3,b3,y3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,6,b18,f+3,s3,y-3,s-3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,6,f28,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,6,s29,f1,f2,b3,b3,b3,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,"4x,",4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,"6n,",5,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,4,b27,f+1,l2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,6,b39,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,"6d,",4,b37,b2,f1,f2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,4,f29,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,"5n,",5,f38,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,6,b28,f3,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,6,f29,f3,s2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,6,b28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,c6,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,4,b18,f2,f3,s3,f+3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,6,f28,f3,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,4,b37,b+1,f2,v3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,4,f28,f3,b3,f1,f1,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,cc4,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,4,b38,f1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,"4x,",6,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,4,b28,f3,b3,b2,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,"4w,",6,b29,f3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,"6n,",5,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,4,f38,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,4,b28,f1,f2,f+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,6,b27,f+3,b3,z1,l2,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,"6w,",4,f38,b3,b2,f1,f1,f1,f1,f3,b3,b3,f+3,b;1,v3,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,"4w,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,4,f29,f3,f1,f1,f3,b3,f3,s1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,c4,f27,f+1,l3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,6,b29,b3,s2,f+1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,4,b18,f3,s3,f+3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,4,f29,f2,f3,b3,f+1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,4,b28,f1,f2,f3,s2,f+3,s3,z^3,m-3,m3,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,4,f28,f3,b3,f2,f1,f3,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,6,f38,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,4,f29,b3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,"4n,",5,f18,f1,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,"6n,",5,f17,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,"6d,",4,b39,b2,f3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,"6d,",4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,c4,b37,b3,b3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,6,b39,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,6,f29,f1,f1,f2,b2,f3,b3,f1,f2,f3,b3,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,"4d,",6,b29,f3,b2,f3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,5,f18,f1,f1,f2,b3,s3,f1,f1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,"4n,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,"6d,",4,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,4,f28,b3,s3,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,"5d,",4,f28,b2,b2,f1,f1,u2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,4,f18,f2,b2,f3,b3,f1,f2,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,"6d,",5,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,4,f28,b2,b3,f3,b3,f3,b3,f3,b3,b1,f3,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,"4n,",5,b27,f+1,f1,v2,b-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,6,s28,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,"4d,",5,f37,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,4,f29,f3,b3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,4,b38,b3,f1,f1,f2,b3,b2,b3,b2,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,"4d,",6,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,4,b37,b2,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,6,b29,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,4,b38,f1,f2,f1,f1,f3,b2,f+3,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,"4n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,"4n,",4,b37,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,6,b28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,"4n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,4,b29,f1,f1,f1,f3,b2,f3,b1,f3,m1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,"6d,",5,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,4,b38,b3,b2,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,4,f18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,4,b38,f3,b3,f1,f1,u+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,6,b28,f3,s2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,6,f27,f3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,"6x,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,"6d,",5,f38,b1,b2,f2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,"6x,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,6,b28,f3,f3,f2,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,6,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,"5d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,c4,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,4,f18,f2,f3,f3,b+1,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,4,b28,f3,b1,b1,f1,b2,f2,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,6,b18,f1,f1,b3,b1,b1,f1,b2,f3,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,4,b28,f3,b1,b1,f1,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,6,b27,f-2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,"6n,",5,f37,b3,f3,b3,f3,b1,b1,f1,b3,s1,f3,s1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,"6d,",5,f29,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,"4d,",6,f28,f3,f3,f2,b3,b3,f3,s2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,5,b29,f3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,"4w,",5,f18,b1,f3,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
