,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
220,4,f19,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,6,s17,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,4,b37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,4,s37,j1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,6,b28,f1,r2,f+3,b3,z^1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"4n,",4,b38,b3,b2,f2,b+3,s3,i3,l2,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"4x,",4,f38,b1,f1,f3,m1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,4+,b2,z1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"6w,",5,b29,f2,b2,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"6w,",4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"4w,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"6n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,4,s28,f+3,b3,z1,f;3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,6,s27,f+1,f3,z3,i1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"6d,",6,b29,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"6d,",4,b18,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,"4n,",5,b39,b3,b3,b3,b3,b3,s3,s2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,"4w,",6,b29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"4d,",4,b28,f+1,f3,i3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"4d,",4,b38,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,5,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,6,r29,f28,b39,b38,b29,b39,b38,b38,b28,f19,f28,b37,s39,f38,b19,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"4w,",4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,"5d,",4,b38,b19,f39,b39,b38,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"4n,",6,b29,b39,b28,b28,b38,b39,b37,b38,b;19,r19,f38,b;28,s37,s29,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"4n,",4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"6d,",4,b27,f18,f18,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"6d,",4,f28,f18,f18,f18,f18,f18,f39,s37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,4,s2,j=+18,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"6d,",6,b29,f19,f19,f19,f28,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"4n,",4x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,6,s38,b38,s39,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"4n,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,6,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,"6d,",4,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,"4n,",4,b38,b29,f39,s38,f39,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,4,b38,b37,b38,s39,f19,f18,f28,b+18,r2,z38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,"6d,",5,b27,b38,b38,b19,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"4n,",6,b29,b37,s38,s39,b38,b38,s39,f38,b38,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,4,s29,f39,s38,f19,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"4n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,6,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"6n,",4x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,6,s28,f38,m2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,6,f28,f18,f18,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,4,f29,b38,m18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"6w,",4,b28,f39,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"6d,",4,f28,f17,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,"6d,",5,b28,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,6,s28,f38,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,6,r28,f18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"4n,",4,f17,f29,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,"6n,",4,b37,b39,s38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,5,s28,f18,f17,f18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"4n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,"6d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,6,f28,f39,s38,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"4n,",6,b29,b28,f37,b29,b28,b29,f27,b18,f17,f19,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,"4n,",4,b28,f+18,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,"c4+w,",4,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,4,b29,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,4,f28,f+38,s2,v19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,6,r29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,"6n,",6,r29,f38,s38,f18,f28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,6,s19,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,"4w,",5,s38,b39,s38,s19,f18,f39,s39,b38,b29,f28,f17,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,6,s18,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,5,r19,f19,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,"6n,",4,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,6,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,6,m1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,"4n,",6,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,6,s27,u-37,m-3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,6,f17,f18,f28,b38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,"4n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,4,b28,f+19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,5,r27,s-39,b19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,6,f39,b29,b28,b39,b29,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,6,b28,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,4+,s2,v1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,"6d,",4,f18,f17,r38,y17w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,4,s28,f19,f28,f28,b38,b39,b38,b+38,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,"6d,",6,b29,f28,b38,b38,b39,b37,b38,b39,b37,b38,b38,b39,b28,f18,f17,f18,f18,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,6,s27,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,"c4n,",4,b29,b28,b37,b28,b38,b38,b19,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,6,b19,f17,f18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,"4+d,",5,b28,f39,b39,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,"6n,",5,b18,f18,f38,s38,b38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,6,f39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,"6n,",5,b29,b39,s2,z38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,4,s37,b-18,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,6+,s27,f-38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,c4,b28,f39,b29,f19,f18,f39,m2,o37,s1,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,"6d,",5,b27,b39,b38,b29,f17,u+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,4+,s27,f-19,l1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,4+,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,6,s19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,6,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,"4w,",4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,6,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,6,s27,f-19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,6,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,5,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,6,r39,b18,f27,f18,f19,f27,b28,s39,b39,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,6,b28,f+18,f3,z38,b1,v28,f2,z2,z2,v39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,"4n,",6,b29,f38,b18,f28,f18,f18,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,"6d,",6,f17,f19,f29,b38,s38,b39,y17,f-18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,6,s1,j19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,6+,b2,z38,b38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,"4n,",4,b38,b19,f27,f+37,m2,o17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,"6d,",5,b28,b+39,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,"4n,",4,b39,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,6,b29,f19,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,6,s29,f38,s37,b38,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,"4d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,"6w,",5,b37,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,4,f28,f18,r19,f19,f17,f17,f18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,4,r27,f+18,l37,o37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,"4w,",5,b27,f28,b29,f29,f29,b19,f19,f39,b38,b38,s18,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,"4x,",5,b28,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,"6n,",c6,f29,f17,f39,s37,s-1,v=18,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,4,r29,b+19,f27,h^17,f-39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,"6n,",6,b29,b18,f27,b39,b18,f18,f17,f17,f18,f17,f17,f38,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,"4w,",4,b18,r28,f38,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,"6d,",6,b38,b39,b29,b28,b39,s29,f39,b39,b37,b19,f19,f39,b39,s38,b28,f18,r29,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,4,s38,f38,s39,f38,b18,f27,f+18,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,"6n,",6,b28,b18,f29,b18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,6,f18,f+39,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,4,r27,f+39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,4,s2,j=18,f29,f28,f+37,s27,y-1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,"6n,",c4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,4,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,4,r38,b39,b29,f17,f18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,"4n,",4,b28,b39,b29,f39,b29,b28,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,"6d,",6,b28,f29,b29,b38,b18,r28,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,6+,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,4,f29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,"4n,",5,b38,b38,b38,b39,s38,b39,b38,b39,b18,r38,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,"6n,",5,b17,f18,f19,f18,f39,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,6+,r2,z18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,6,b18,f28,b28,f19,f18,f39,b37,f18,f18,f17,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,4+,b27,i^17,f-18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,"6n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,4,s29,f38,b39,b39,b37,b39,b18,f18,u17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,4,r;27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,"4w,",4,b19,r27,r-19,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,"5n,",5,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,"6n,",4,b27,b38,b28,b29,f39,b19,l3,j37w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,"4w,",5,b39,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,6,l28,f+17,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,"6d,",6,b39,b37,b37,b38,b39,s28,b39,b38,b18,r28,f39,s37,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"6w,",5,b29,b28,b38,b29,b28,b37,s2,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,5,f18,f18,f19,f29,b39,b38,b38,b29,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,"6d,",6,b29,f39,b19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,"6d,",4,b37,b38,s2,j1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,"6d,",4,f28,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,"4n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,4+,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,6,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,6,r27,b+29,b2,v38,s3,z18,f3,z37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,6,b29,f28,b39,s28,b38,b38,b29,b28,b39,s39,b38,b38,b39,b38,b39,b;28,f28,f18,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,6,f37,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,4+,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,"6+n,",6,f28,f28,f38,s39,b38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,6,b27,f+39,b;2,v18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,4,b38,f+18,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,4,r28,f18,f18,f18,f29,b39,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,6,r28,f18,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,"6d,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,4,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,4+,r3,z37,s37,s-19,l3,o37,b18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,6,f29,f19,f29,f17,f28,f19,r38,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,6,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,4,f27,b+39,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,"5d,",4,b38,b38,b19,f19,f38,b38,b38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,6,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,"4d,",4,f39,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,"4d,",c4,b29,b38,b+39,b39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,6,s28,y17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,"4d,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,"6n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,4+,s3,z^17,f-19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,"6w,",4,f17,f18,r28,f17,f19,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,c6,r27,y-17,r-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,"4n,",6,b29,f38,b38,b38,b38,b28,f18,f18,f38,s37,b-19,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,5,s28,f39,s39,f19,f18,l1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,"4n,",6,b18,f18,f+38,s1,v18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,4+,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,6,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,"4x,",5,b28,f29,b37,b29,b18,f18,f29,b38,b39,b19,f18,f18,f18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,"6w,",6,f;27,b39,b38,b18,f17,f18,f37,s39,y17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,4,r29,f19,f17,f18,f38,s39,b37,b39,b38,b19,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
